name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Campbell Home,"Summerland Homes, Inc.",P.O. Box 160,Weaverville,NC,28787,Buncombe,3,MI,Residential,3,2,FALSE,MHL-011-379
Livingstone's Home,dba Community Alternatives of North Carolina,1005 Spring Street,Wilkesboro,NC,28697,Buncombe,3,MD,Residential,3,2,FALSE,MHL-011-386
Scott AFL,"Mountain Area Community Services, Inc.",366 South Main St,Marion,NC,28752,Buncombe,2,MI,Residential,2,2,FALSE,MHL-011-388
New York Homes 3,Rebecca Shaw,11 Audubon Dr,Asheville,NC,28804,Buncombe,3,MI,Residential,3,2,FALSE,MHL-011-396
"Solstice East, LLC","Wilderness Training & Consulting, LLC",530 Upper Flat Creek Rd,Weaverville,NC,28787,Buncombe,96,MI,Residential,96,28,FALSE,MHL-011-398
Davis House,"Skill Creations, Inc.",PO Box 1403,Lenoir,NC,28645,Buncombe,2,IID,Residential,2,1,FALSE,MHL-011-400
New York Homes I,"New York Homes Residential Care Center, LLC",82 Ingle Rd,Asheville,NC,28804,Buncombe,3,MI,Residential,3,3,FALSE,MHL-011-401
Diering Home,"Davidson Homes, Inc.",2084 Highway 70,Swannanoa,NC,28778,Buncombe,3,MI,Residential,3,2,FALSE,MHL-011-403
New York Homes Residential Care Center #4,"New York Homes Residential Care Center, LLC",82 Ingle Road,Asheville,NC,28804,Buncombe,3,MI,Residential,3,3,FALSE,MHL-011-405
New York Homes Residential Care Center #5,"New York Homes Residential Care Center, LLC",82 Ingle Road,Asheville,NC,28804,Buncombe,3,MI,Residential,3,3,FALSE,MHL-011-406
Long Home,HomeCare Management Corporation,5855 Executive Center Drive,Charlotte,NC,28212,Buncombe,2,MI,Residential,2,2,FALSE,MHL-011-417
Interlude,"Brandi Nichole Family Enrichment Center, Inc.",3400 Sweeten Creek Road Suite C,Arden,NC,28704,Buncombe,5,MD,Residential,5,3,FALSE,MHL-011-422
Caiyalynn Burrell Child Crisis Center,"Daymark Recovery Services, Inc.",2129 Statesville Blvd,Salisbury,NC,28147,Buncombe,16,MD,Residential,16,11,FALSE,MHL-011-424
Clement Home,"Reach for Independence, Inc.",11 Hoopers Creek Rd,Fletcher,NC,28732,Buncombe,3,MD,Residential,3,1,FALSE,MHL-011-427
Deborah Stewart Home,"Community Companion Home Care, LLC",49-A State St.,Marion,NC,28752,Buncombe,3,MD,Residential,3,3,FALSE,MHL-011-428
Asheville Detox Center,"Asheville Detox, LLC",1010 Merrimon Ave,Asheville,NC,28804,Buncombe,16,SUD,Residential,16,14,FALSE,MHL-011-436
Stewart Home,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nebo,NC,28761,Buncombe,3,MD,Residential,3,0,FALSE,MHL-011-440
Green Community Respite,"Eliada Homes, Inc",2 compton Drive,Asheville,NC,28806,Buncombe,4,MD,Residential,4,0,FALSE,MHL-011-441
Clayton Home,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Buncombe,3,MD,Residential,3,0,FALSE,MHL-011-442
Eliada Treatment Center,"Eliada Homes, Inc",2 Compton Drive,Asheville,NC,28806,Buncombe,8,MD,Residential,8,3,FALSE,MHL-011-443
SCI-Emergent Need Respite Center,"Skill Creations, Inc.",PO Box 1403,Lenior,NC,28645,Burke,4,IID,Residential,4,4,FALSE,MHL-012-019
Hartland Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Burke,6,IID,Residential,6,6,TRUE,MHL-012-043
Chesterfield Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Burke,6,IID,Residential,6,6,TRUE,MHL-012-051
SCI-Morganton Respite Center,"Skill Creations, Inc.",P.O. Box 1403,Lenoir,NC,28645,Burke,3,IID,Residential,3,0,FALSE,MHL-012-068
126C Air Park Drive,"ComServ, Inc.",PO Box 1080,Lenoir,NC,28645,Burke,4,IID,Residential,4,4,FALSE,MHL-012-085
Burkemont Mountain Men Group Home,Tonia Carpenter Donnell,401 Drexel Road,Morganton,NC,28655,Burke,6,IID,Residential,6,6,FALSE,MHL-012-091
SCI-Burke  ICF/MR Group Home,"Skill Creations, Inc.",PO Box  1403,Lenoir,NC,28645,Burke,5,IID,Residential,5,5,TRUE,MHL-012-105
Wilson Home,VOCA Corporation of NC dba Community Alternatives-NC 1,1005 Spring Street,Wilkesboro,NC,28697,Burke,2,MD,Residential,2,2,FALSE,MHL-012-110
Our Place Group Home,Tonia Carpenter Donnell,166 VFW Road,Morganton,NC,28655,Burke,6,IID,Residential,6,6,FALSE,MHL-012-118
The Enola Group / Mountain Side Home,"The Enola Group, Inc.",PO Box 250,Morganton,NC,28680,Burke,2,MI,Residential,2,2,FALSE,MHL-012-119
Northwood Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Burke,6,MI,Residential,6,4,FALSE,MHL-012-120
Flynn Recovery Community,"Burke Council on Alcoholism & Chemical Dependency, Inc.",203 White Street,Morganton,NC,28655,Burke,9,SUD,Residential,9,6,FALSE,MHL-012-134
Park Place,"FOCUS Behavioral Health Services, LLC",PO Box 3624,Morganton,NC,28680,Burke,6,MD,Residential,6,4,FALSE,MHL-012-137
L and V House,"Dream Connections, Inc.",PO Box 585,Valdese,NC,28690,Burke,3,MI,Residential,3,3,FALSE,MHL-012-138
Lake James Alternative Family Living,"Community Companion Home Care, LLC",49-A State Street,Marion,NC,28752,Burke,3,MI,Residential,3,3,FALSE,MHL-012-142
Teague AFL Home,"Davidson Homes, Inc.",2084 US Hwy 70,Swannanoa,NC,28778,Burke,2,IID,Residential,2,2,FALSE,MHL-012-144
Greystone,"Dream Connections, Inc.",PO Box 585,Valdese,NC,28690,Burke,6,MI,Residential,6,5,FALSE,MHL-012-145
Salem Alternative Family Living,"Abound Health, LLC",1890 Tommy's Road,Goldsboro,NC,27534,Burke,2,MI,Residential,2,2,FALSE,MHL-012-147
The Enola Group / JC House,"The Enola Group, Inc.",506 East Union Street,Morganton,NC,28655,Burke,2,MD,Residential,2,2,FALSE,MHL-012-149
States Home,"Davidson Homes, Inc.",2084 US Highway 70,Swannanoa,NC,28778,Burke,2,MD,Residential,2,2,FALSE,MHL-012-152
Meadow View Home,"North Carolina Outreach Home Care, LLC",1155 N. Main Street,Marion,NC,28752,Burke,3,IID,Residential,3,3,FALSE,MHL-012-154
Michigan Street Home,"Piedmont Residential Developmental Center, Inc.",P.O. Box 909,Concord,NC,28026,Cabarrus,5,IID,Residential,5,5,TRUE,MHL-013-005
Bost Children's Center,"Piedmont Residential Development Center, Inc.",P.O. Box 909,Concord,NC,28026,Cabarrus,10,IID,Residential,10,7,TRUE,MHL-013-006
Christy Woods Group Home,"Piedmont Residential Development Center, Inc.",P.O. Box 909,Concord,NC,28026,Cabarrus,5,IID,Residential,5,5,TRUE,MHL-013-018
Wilhelm Place Home,"Piedmont Residential Development Center, Inc.",P.O. Box 909,Concord,NC,28026,Cabarrus,5,IID,Residential,5,5,TRUE,MHL-013-019
Cabarrus County Group Home,"Cabarrus County Group Homes, Inc.",PO Box 1197,Concord,NC,28026,Cabarrus,5,IID,Residential,5,4,FALSE,MHL-013-083
Cabarrus County Group Home #2,"Cabarrus County Group Homes, Inc.",PO Box 1197,Concord,NC,28026,Cabarrus,5,IID,Residential,5,4,FALSE,MHL-013-084
Cabarrus County Group Home #3,"Cabarrus County Group Homes, Inc.",P. O. Box 1197,Concord,NC,28026,Cabarrus,5,IID,Residential,5,4,FALSE,MHL-013-085
Cabarrus County Group Home #4,"Cabarrus County Group Homes, Inc.",P. O. Box 1197,Concord,NC,28026,Cabarrus,6,IID,Residential,6,0,FALSE,MHL-013-086
Tournament Street,"Newpath Youth Services, Inc.",PO Box 4084,Salisbury,NC,28144,Cabarrus,4,MI,Residential,4,4,FALSE,MHL-013-090
Circle Drive Group Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Cabarrus,6,IID,Residential,6,6,FALSE,MHL-013-117
Facility Based Crisis of Cabarrus,"Daymark Recovery Services, Inc.",2129 Statesville Blvd,Salisbury,NC,28147,Cabarrus,16,MI,Residential,16,12,FALSE,MHL-013-140
Ashlynn Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Cabarrus,6,MI,Residential,6,6,FALSE,MHL-013-153
Rothoff Family Home,"Unique Caring Network, Inc.",7128-B Albemarle Road,Charlotte,NC,28227,Cabarrus,3,MD,Residential,3,3,FALSE,MHL-013-196
The Ferland Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Cabarrus,3,MI,Residential,3,3,FALSE,MHL-013-198
McCoy Home,"The Unique Caring Network, Inc.",7128-B Albemarle Rd,Charlotte,NC,28227,Cabarrus,3,MD,Residential,3,3,FALSE,MHL-013-200
The Lash Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Cabarrus,3,MD,Residential,3,2,FALSE,MHL-013-205
LLoyd Home,"Carewell of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Cabarrus,3,MD,Residential,3,2,FALSE,MHL-013-206
T. Smith Home,"Carewell of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Cabarrus,3,MD,Residential,3,1,FALSE,MHL-013-207
The Pross Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28277,Cabarrus,3,MD,Residential,3,3,FALSE,MHL-013-208
"A Place of My Own, LLC","A Place of My Own, LLC",315 Lower Pond Road,Kannapolis,NC,28083,Cabarrus,3,IID,Residential,3,2,FALSE,MHL-013-209
Adrienne's House,"A World of Opportunity, LLC",285 Moore Drive NW,Concord,NC,28025,Cabarrus,4,MD,Residential,4,4,FALSE,MHL-013-212
Moore Family Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Cabarrus,3,MD,Residential,3,3,FALSE,MHL-013-214
Smith Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Rd,Charlotte,NC,28213,Cabarrus,3,MD,Residential,3,2,FALSE,MHL-013-217
The Miller Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Rd,Charlotte,NC,28216,Cabarrus,3,MD,Residential,3,3,FALSE,MHL-013-218
Bristow's Home,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Cabarrus,3,MD,Residential,3,0,FALSE,MHL-013-219
Hinton's Group Home,"Hinton's Group Home, LLC",4010 Wild Olive Drive,Huntersville,NC,28078,Cabarrus,3,IID,Residential,3,2,FALSE,MHL-013-221
Jeter Home,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Cabarrus,2,MD,Residential,2,0,FALSE,MHL-013-224
Union Point,"Turning Point Homes, LLC",207 S Broad Street,Mooresville,NC,28115,Cabarrus,6,MD,Residential,6,0,FALSE,MHL-013-226
Monarch dba UMAR-Arey,Monarch,350 Pee Dee Avenue Suite 101,Albemarle,NC,28001,Cabarrus,6,IID,Residential,6,0,FALSE,MHL-013-227
Burkwell,"FOCUS Behavioral Health Services, LLC",PO Box 3624,Morganton,NC,28680,Caldwell,8,IID,Residential,8,8,FALSE,MHL-014-006
Creekside Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Caldwell,6,IID,Residential,6,6,TRUE,MHL-014-025
VOCA-Laurel Group Home,VOCA Corporation of North Carolina,"301 10th Street NW, Sute. B-101",Conover,NC,28613,Caldwell,6,IID,Residential,6,6,TRUE,MHL-014-031
VOCA-Elm,VOCA Corporation of North Carolina,301 10th Street N.W. Suite B-101,Conover,NC,28613,Caldwell,3,IID,Residential,3,3,FALSE,MHL-014-036
Playmore Group Home,"Com-Serv, Inc.",P.O. Box 1080,Lenoir,NC,28645,Caldwell,6,IID,Residential,6,6,TRUE,MHL-014-038
Lower Creek Group Home,"ComServ, Inc.",P.O. Box 1080,Lenoir,NC,28645,Caldwell,6,IID,Residential,6,6,TRUE,MHL-014-039
Holly Ridge,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Caldwell,6,MI,Residential,6,6,FALSE,MHL-014-076
SCI-Memory Lane,"Skill Creations, Inc.",PO Box 1403,Lenoir,NC,28645,Caldwell,2,MD,Residential,2,2,FALSE,MHL-014-077
Grace Place Home,"Renewed Services, Inc.",213 Patton Drive Ste C,Shelby,NC,28150,Caldwell,2,MI,Residential,2,2,FALSE,MHL-014-084
The Landing,"FOCUS Behavioral Health Services, LLC",PO Box 3624,Morganton,NC,28680,Caldwell,4,MI,Residential,4,4,FALSE,MHL-014-087
The Baker Home,"Dream Connections, Inc.",PO Box 585,Valdese,NC,28690,Caldwell,3,MI,Residential,3,1,FALSE,MHL-014-088
Amber's Way,"Skill Creations, Inc.",PO Box 1403,Lenoir,NC,28645,Caldwell,2,MI,Residential,2,2,FALSE,MHL-014-090
Caroline McNairy Group Home,"Abound Health, LLC",1890 Tommy's Road,Goldsboro,NC,27534,Caldwell,6,IID,Residential,6,5,FALSE,MHL-014-092
Virgie Burgess Home,"Abound Health, LLC",1890 Tommy's Road,Goldsboro,NC,27534,Caldwell,5,IID,Residential,5,4,FALSE,MHL-014-093
White AFL,"Comserv, Inc",PO Box 3847,Morganton,NC,28680,Caldwell,2,MD,Residential,2,1,FALSE,MHL-014-096
Wickham Road Facility,"LIFE, Inc.",2609 Royal Avenue,Goldsboro,NC,27534,Camden,6,IID,Residential,6,6,FALSE,MHL-015-004
Newport,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Carteret,5,IID,Residential,5,5,FALSE,MHL-016-005
Schooner Shores,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Carteret,6,IID,Residential,6,6,FALSE,MHL-016-009
"LIFE, Inc./Grey Fox Run Group Home","LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Carteret,6,IID,Residential,6,6,TRUE,MHL-016-011
"LIFE, Inc./Nine Foot Road Group Home","LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Carteret,6,IID,Residential,6,6,TRUE,MHL-016-012
Hamer Group Home,"Ralph Scott Lifeservices, Inc.",408 West Trade Street,Burlington,NC,27217,Caswell,6,IID,Residential,6,3,FALSE,MHL-017-014
Seventh Avenue Group Home,"Ralph Scott Lifeservices, Inc.",408 West Trade Street,Burlington,NC,27217,Caswell,6,IID,Residential,6,5,FALSE,MHL-017-015
Talley Family Home,"United Support Services, Inc.",PO Box 337,Matthews,NC,28106,Caswell,3,MI,Residential,3,3,FALSE,MHL-017-018
Levan Place,Levan Place,PO Box 393,Reidsville,NC,27320,Caswell,5,IID,Residential,5,4,FALSE,MHL-017-022
LeVan Place II,Ruths Cove,PO Box 393,Reidsville,NC,27320,Caswell,4,MI,Residential,4,4,FALSE,MHL-017-026
Faithful Companion Group Home,David A. Humphrey,1156 Horseshoe Trail,Alton,VA,24520,Caswell,6,MI,Residential,6,0,FALSE,MHL-017-027
Catawba County Group Home #1,Catawba Valley Behavioral Healthcare,327 First Avenue N.W.,Hickory,NC,28601,Catawba,6,IID,Residential,6,3,FALSE,MHL-018-008
Community Housing Group Home,Catawba Valley Behavioral Healthcare,327 First Avenue NW,Hickory,NC,28601,Catawba,6,MI,Residential,6,6,FALSE,MHL-018-013
Catawba County Group Home #2,Catawba Valley Behavioral Healthcare,327 First Avenue NW,Hickory,NC,28601,Catawba,5,IID,Residential,5,4,FALSE,MHL-018-015
Catawba County Group Home #3,Catawba Valley Behavioral Healthcare,"327 First Avenue, NW",Hickory,NC,28601,Catawba,6,IID,Residential,6,6,FALSE,MHL-018-023
Catawba County Group Home #4,Catawba Valley Behavioral Healthcare,327 First Avenue NW,Hickory,NC,28601,Catawba,6,IID,Residential,6,6,FALSE,MHL-018-026
VOCA - 8th Avenue,VOCA Corporation of North Carolina,"301 10th Street NW., Ste. B-101",Conover,NC,28613,Catawba,3,IID,Residential,3,2,FALSE,MHL-018-050
SCI-Brookwood,"Skill Creations, Inc.",PO Box 1403,Lenior,NC,28645,Catawba,3,MI,Residential,3,2,FALSE,MHL-018-077
InReach/Abundant Life,InReach,"4530 Park Rd, Ste 300",Charlotte,NC,28209,Catawba,4,IID,Residential,4,4,FALSE,MHL-018-100
CLLC(Carolina Living & Learning Center),University of North Carolina at Chapel Hill,CB #7180,Chapel Hill,NC,27599,Chatham,15,IID,Residential,15,15,TRUE,MHL-019-007
Perkins Place,"Chatham County Group Homes, Inc.",217 East Beaver Street,Siler City,NC,27344,Chatham,6,IID,Residential,6,6,FALSE,MHL-019-021
Winfred West,"Chatham County Group Homes, Inc.",217 East Beaver Street,Siler City,NC,27344,Chatham,3,IID,Residential,3,3,FALSE,MHL-019-022
Griffin House,"Chatham County Group Homes, Inc.",PO Box 207,Siler City,NC,27344,Chatham,3,IID,Residential,3,3,FALSE,MHL-019-023
Chatham County Group Home #1,"Chatham County Group Homes, Inc.","217 East Beaver Street., Box 207",Siler City,NC,27344,Chatham,5,IID,Residential,5,5,FALSE,MHL-019-026
Chatham County Group Home #2,"Chatham County Group Homes, Inc.",217 East Beaver Street,Siler City,NC,27344,Chatham,6,IID,Residential,6,6,FALSE,MHL-019-027
Chatham County Group Home #3,"Chatham County Group Homes, Inc.",217 East Beaver Street,Siler City,NC,27344,Chatham,6,IID,Residential,6,6,FALSE,MHL-019-028
Nooe House A,"Chatham County Group Homes, Inc.",PO Box 207,Siler City,NC,27344,Chatham,3,IID,Residential,3,3,FALSE,MHL-019-030
Nooe House B,"Chatham County Group Homes, Inc.",217 East Beaver Street,Siler City,NC,27344,Chatham,4,IID,Residential,4,4,FALSE,MHL-019-031
Carolina House,"CRC ED Treatment, LLC",176 Lassiter Homestead,Durham,NC,27713,Chatham,16,MI,Residential,16,6,FALSE,MHL-019-041
Pleasant Hill,Frankie Baldwin,6128 Pleasant Hill Church Road,Siler,NC,27529,Chatham,3,IID,Residential,3,3,FALSE,MHL-019-051
Carolina House,"CRC ED Treatment, LLC",176 Lassiter Homestead,Durham,NC,27713,Chatham,6,MI,Residential,6,1,FALSE,MHL-019-068
"Truly Blessed Residential, LLC","Truly Blessed Residential, LLC",PO Box 384,Sanford,NC,27331,Chatham,3,MD,Residential,3,3,FALSE,MHL-019-073
Sharpe and Williams Booth Road Group Home,Sharpe and Williams,2740 New Walkertown Road,Winston-Salem,NC,27105,Chatham,6,MI,Residential,6,5,FALSE,MHL-019-074
Carolina House,"CRC ED Treatment, LLC",176 Lassiter Homestead,Durham,NC,27713,Chatham,6,MI,Residential,6,0,FALSE,MHL-019-076
Pleasant Hill Group Home,"ARC Cherokee/Clay, Inc.",82 Boyd Street,Andrews,NC,28901,Cherokee,6,IID,Residential,6,5,FALSE,MHL-020-006
Pleasant Valley Group Home,"ARC-Cherokee/Clay County, Inc.",P.O. Box 156,Murphy,NC,28906,Cherokee,6,IID,Residential,6,5,FALSE,MHL-020-009
Rising Sun,Cathy Davidson,944 NC Highway 141,Murphy,NC,28906,Cherokee,3,MI,Residential,3,1,FALSE,MHL-020-024
Gutierrez Home,VOCA Corporation of NC dba Community Alternatives-NC 1,1005 Spring Street,Wilkesboro,NC,28697,Cherokee,2,MI,Residential,2,1,FALSE,MHL-020-025
Autumn Halls of Unaka #1,"Autumn Halls of Unaka, LLC",14949 Joe Brown Highway,Murphy,NC,28906,Cherokee,4,IID,Residential,4,3,FALSE,MHL-020-033
Autumn Halls of Unaka #2,"Autumn Halls of Unaka, LLC",14949 Joe Brown Highway,Murphy,NC,28906,Cherokee,6,IID,Residential,6,5,FALSE,MHL-020-034
Deep Creek/Andrews Home,"Davidson Homes, Inc.",2084 Highway 70,Swannanoa,NC,28778,Cherokee,3,IID,Residential,3,0,FALSE,MHL-020-039
Deep Creek Brady Home,"Davidson Homes, Inc.",2084 Highway 70,Swannanoa,NC,28778,Cherokee,3,IID,Residential,3,3,FALSE,MHL-020-046
Lynn Hyde Home,"Pathways for the Future, Inc.",2775 US 74 East,Sylva,NC,28779,Cherokee,3,MI,Residential,3,3,FALSE,MHL-020-060
"LIFESPAN, Inc.-Payton Place Home","LIFESPAN, Inc.",1511 Shopton Road Suite A,Charlotte,NC,28217,Cherokee,4,IID,Residential,4,4,FALSE,MHL-020-068
The Crossing,"NCG Acquisition, LLC",PO Box 11247,Richmond,VA,23230,Cherokee,4,IID,Residential,4,0,FALSE,MHL-020-078
The Risin',"NCG Acquisition, LLC",PO Box 11247,Richmond,VA,23230,Cherokee,5,IID,Residential,5,5,FALSE,MHL-020-079
The River House,"NCG Acquisition, LLC",PO Box 11247,Richmond,VA,23230,Cherokee,6,IID,Residential,6,6,FALSE,MHL-020-082
The Overlook,"NCG Acquisition, LLC",PO Box 444,Murphy,NC,28906,Cherokee,6,IID,Residential,6,6,FALSE,MHL-020-083
Palmer Home,"Davidson Homes, Inc.",2084 US Highway 70,Swannanoa,NC,28778,Cherokee,3,IID,Residential,3,2,FALSE,MHL-020-086
Dakoda's Treehouse-Lifespan,"Lifespan, Inc.",1669 Hendrix Road,Murphy,NC,28906,Cherokee,4,IID,Residential,4,4,FALSE,MHL-020-087
Luke Street,"LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Chowan,6,IID,Residential,6,6,TRUE,MHL-021-005
"LIFE, Inc./Albemarle Group Home","LIFE, Inc.",2609 Royall Ave.,Goldsboro,NC,27534,Chowan,6,IID,Residential,6,6,TRUE,MHL-021-006
"LIFE, Inc./Chowan Group Home","LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Chowan,6,IID,Residential,6,6,TRUE,MHL-021-007
"LIFE, Inc./Coke Avenue Group Home","LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Chowan,6,IID,Residential,6,6,TRUE,MHL-021-008
Luke Street Facility-Edenton,"LIFE, Inc.",2609 Royall Avenue,Goldsboro,NC,27534,Chowan,5,IID,Residential,5,5,FALSE,MHL-021-013
Ladell Lane Group Home,"ComServ, Inc.",PO Box 267,Shelby,NC,28151,Cleveland,6,IID,Residential,6,5,FALSE,MHL-023-012
VOCA-Young Group Home,VOCA Corporation of North Carolina,"301 10th Street, NW Ste. B-101",Conover,NC,28613,Cleveland,6,IID,Residential,6,6,TRUE,MHL-023-018
Charles Road A,"ComServ, Inc.",PO Box 267,Shelby,NC,28152,Cleveland,3,IID,Residential,3,3,FALSE,MHL-023-048
One on One Care Home C,One on One Care Inc.,PMB 109  1137 East Marion Street,Shelby,NC,28150,Cleveland,6,IID,Residential,6,3,FALSE,MHL-023-081
Inward Bound,"Newpath Youth Services, Inc.",PO Box 4084,Salisbury,NC,28145,Cleveland,4,MI,Residential,4,4,FALSE,MHL-023-107
Wooding Place Group Home,Educare Community Living Corporation - North Carolina,"301 Tenth Street NW, Suite B101",Conover,NC,28613,Cleveland,6,IID,Residential,6,6,TRUE,MHL-023-150
Charles Road B,"ComServ, Inc.",PO Box 267,Shelby,NC,28151,Cleveland,2,IID,Residential,2,2,FALSE,MHL-023-154
Charles Road C,"ComServ, Inc.",PO Box 267,Shelby,NC,28152,Cleveland,2,IID,Residential,2,2,FALSE,MHL-023-155
Caring Way 104,One on One Care Inc.,"1137 East Marion Street, PMB 109",Shelby,NC,28150,Cleveland,4,IID,Residential,4,4,FALSE,MHL-023-158
Caring Way 110,One on One Care Inc.,"1137 East Marion Street, PMB 109",Shelby,NC,28150,Cleveland,4,IID,Residential,4,2,FALSE,MHL-023-159
Caring Way 114,One on One Care Inc.,"1137 East Marion Street, PMB 109",Shelby,NC,28150,Cleveland,4,IID,Residential,4,4,FALSE,MHL-023-160
Caring Way 118,One on One Care Inc.,(1137 East Marion Street) PMB 109,Shelby,NC,28150,Cleveland,4,IID,Residential,4,4,FALSE,MHL-023-161
