Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
lbutler@mrmsat.org,COVENANT HOME,3816,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,145623,10/3/2021,10/3/2024,131 BURR RD,SAN ANTONIO,TX,78209,"29.4685,-98.462091",(210) 828-1424,(210) 828-1246,,,10,0,0,0,0,0,10,MISSION ROAD DEVELOPMENTAL CENTER,Nonprofit Organization,8706 MISSION RD,SAN ANTONIO,TX,78214,(210) 334-2437,(210) 922-6006,LORA BUTLER,
arriola@bexarhc.com,CRATER LAKE HOME,7558,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,146917,4/8/2021,4/8/2024,5707 CRATER LAKE,SAN ANTONIO,TX,78244,"29.479354,-98.35168",(210) 214-6554,(210) 661-2620,,,6,0,0,0,0,0,6,"BEXAR COUNTY HOME CARE, INC",FOR-PROFIT CORPORATION,P.O. BOX 100347,SAN ANTONIO,TEXAS,78201,(210) 661-6262,(210) 661-2620,SYLVIA ARRIOLA,
licenses@brightspringhealth.com,CYPRESS HOLLOW,7214,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,145952,12/1/2022,12/1/2025,13811 CYPRESS HOLLOW,SAN ANTONIO,TX,78232,"29.573877,-98.460974",(210) 491-0903,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,104357,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,147000,4/14/2021,4/14/2024,2114 OAK CREEK,SAN ANTONIO,TX,78232,"29.56606,-98.459636",(210) 491-4448,,,45H318,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JOAN O'CONNOR,
licenses@rescare.com,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,104356,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149142,3/3/2022,3/3/2025,3015 FALL WAY,SAN ANTONIO,TX,78247,"29.583759,-98.437867",(210) 499-1282,,,45H317,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JOAN O'CONNOR,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATIONTEXAS,104350,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,145924,12/9/2023,12/9/2026,2531 GREAT OAKS DRIVE,SAN ANTONIO,TX,78232,"29.574059,-98.448878",(210) 491-5977,,,45H315,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING CORPORATIONTEXAS,104351,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,146860,5/11/2021,5/11/2024,3003 PEBBLE TRAIL,SAN ANTONIO,TX,78232,"29.588814,-98.442088",(210) 494-4560,,,45H320,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JOAN O'CONNOR,
,EISENHAUER GROUP HOME,3718,ICF/IID,8,TEAM ICF-IID,BEXAR,GOVERNMENT BASED,NO,YES,,,,2927 EISENHAUER ROAD,SAN ANTONIO,TX,78209,"29.495981,-98.442356",(210) 659-5857,,,,10,0,0,0,0,0,10,BEXAR COUNTY BOARD OF TRUSTEES FOR MENTAL HEALTH MENTAL RETARDATION SERVICES,OTHER (UNLICENSED),"6800 PARK TEN BLVD, STE 200 S",SAN ANTONIO,TX,78213,,,DOREEN VERNON,
specializedhomelife@yahoo.com,EL DORADO ADULT LIVING CENTER,7208,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148345,10/26/2021,10/26/2024,12302 GRAN VISTA,SAN ANTONIO,TX,78233,"29.551219,-98.387763",(210) 599-8656,(210) 599-8656,,,6,0,0,0,0,0,6,SPECIALIZED HOME LIFE,LIMITED PARTNERSHIP,PO BOX 33487,SAN ANTONIO,TX,78265,(210) 599-8656,(210) 599-8656,SHARON STARR LINDSAY,
licenses@brightspringhealth.com,ENCINO VALLEY,3662,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,144539,4/20/2023,4/20/2026,1906 ENCINO VALLEY,SAN ANTONIO,TEXAS,78259,"29.625796,-98.452271",(210) 497-8162,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
nwall@iclcorp.com,FEATHER RIDGE,7415,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148900,3/1/2022,3/1/2025,13055 FEATHER RIDGE,SAN ANTONIO,TX,78233,"29.560718,-98.367417",(210) 599-8965,(210) 494-7228,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
nwall@iclcorp.com,FLORAL WAY COMMUNITY HOME,7467,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149355,3/1/2023,3/1/2026,2934 FLORAL WAY,SAN ANTONIO,TX,78247,"29.567548,-98.442834",(210) 402-1267,(210) 494-7228,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
,FOREST GLADE HOME,110627,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,308644,5/16/2022,5/16/2024,3506 FOREST GLADE STREET,SAN ANTONIO,TX,78247,"29.566506,-98.425556",(210) 525-1509,(210) 979-8047,,45H412,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,JEFFREY ENGELKE,
arriola@bexarhc.com,FOREST NIGHT HOME,7400,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149097,5/1/2023,5/1/2026,11209 FOREST NIGHT,SAN ANTONIO,TX,78233,"29.541124,-98.351171",(210) 599-7441,(210) 661-2620,,,6,0,0,0,0,0,6,"BEXAR COUNTY HOME CARE, INC",FOR-PROFIT CORPORATION,P.O. BOX 100347,SAN ANTONIO,TEXAS,78201,(210) 661-6262,(210) 661-2620,SYLVIA ARRIOLA,
nwall@iclcorp.com,FOUNTAIN LAKE,7438,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,150076,3/1/2023,3/1/2026,5227 FOUNTAIN LAKE,SAN ANTONIO,TX,78244,"29.47241,-98.350924",(210) 662-7076,(210) 494-7228,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
licenses@brightspringhealth.com,GRANADA,101796,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148205,11/1/2022,11/1/2025,106 GRANADA,SAN ANTONIO,TX,78216,"29.537326,-98.494757",(210) 438-9338,(210) 558-9791,,45H289,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
licenses@brightspringhealth.com,GREEN RUN,7364,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149048,1/30/2022,1/30/2025,2947 GREEN RUN,SAN ANTONIO,TX,78231,"29.575027,-98.54397",(210) 493-9079,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,VIRGINIA K TERRY,
mduncan@atcoftexas.org,HEREFORD HOUSE,7256,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149354,3/14/2022,3/14/2025,14433 HEREFORD,SAN ANTONIO,TX,78217,"29.571794,-98.389335",(210) 590-2107,(210) 590-3143,,,6,0,0,0,0,0,6,AUTISTIC TREATMENT CENTER INC,Nonprofit Organization,10503 METRIC DR,DALLAS,TX,75243,(972) 644-2076,(972) 644-5650,MARIA DUNCAN,
nwall@iclcorp.com,HILLSIDE RIDGE HOUSE,7461,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,147777,9/12/2021,9/12/2024,14727 HILLSIDE RIDGE,SAN ANTONIO,TX,78233,"29.576765,-98.357507",(210) 590-9151,(210) 494-7228,,,6,0,0,0,0,0,6,GROWING CAPABILITIES INC,FOR-PROFIT CORPORATION,18 AUGUSTA PINES STE 140E,SPRING,TX,77389,(281) 351-1758,(281) 255-4500,LONNIE WELCH,
licenses@brightspringhealth.com,HUNTERS CIRCLE,7207,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148186,10/25/2021,10/25/2024,13230 N HUNTERS CIR,SAN ANTONIO,TX,78230,"29.566825,-98.54446",(210) 493-5968,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,VIRGINIA K TERRY,
muckleroy@startmail.com,KNOB OAK,7527,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,146108,4/30/2021,4/30/2024,9714 KNOB OAK,SAN ANTONIO,TX,78250,"29.50813,-98.677674",(210) 680-6768,(210) 520-0812,,,6,0,0,0,0,0,6,KNOB OAK,FOR-PROFIT CORPORATION,9714 KNOB OAK,SAN ANTONIO,TX,78250,(210) 690-6768,(210) 520-0812,MARC F F MUCKLEROY,
lbutler@mrmsat.org,KOPPLOW HOME,7499,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149033,1/21/2023,1/21/2026,460 KOPPLOW,SAN ANTONIO,TX,78221,"29.340255,-98.494124",(210) 921-9396,(210) 924-9265,,,6,0,0,0,0,0,6,MISSION ROAD DEVELOPMENTAL CENTER,Nonprofit Organization,8706 MISSION RD,SAN ANTONIO,TX,78214,(210) 334-2437,(210) 922-6006,LORA BUTLER,
nwall@iclcorp.com,LAKE SUNSET COURT,7435,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148743,3/1/2022,3/1/2025,3507 LAKE SUNSET CT,SAN ANTONIO,TX,78217,"29.533762,-98.433195",(210) 656-2106,(210) 494-7228,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
nwall@iclcorp.com,LAKEWAY,106203,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,147189,5/27/2021,5/27/2024,4417 LAKEWAY,SAN ANTONIO,TX,78244,"29.469744,-98.355365",(210) 662-5920,(210) 494-7228,,45H336,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
licenses@brightspringhealth.com,LAMBETH COMMUNITY HOME,3935,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148519,10/20/2022,10/20/2025,4935 LAMBETH ST,SAN ANTONIO,TX,78228,"29.483253,-98.584939",(210) 979-7009,,,45G253,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,MONICA MENDIOLA,
licenses@brightspringhealth.com,LARIMER SQUARE,7458,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148139,11/1/2021,11/1/2024,6006 LARIMER SQ,SAN ANTONIO,TX,78249,"29.555,-98.603241",(210) 877-9877,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,VIRGINIA K TERRY,
lbutler@mrmsat.org,MABEE HOME,3775,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148020,10/22/2022,10/22/2025,7520 S SEA LN,SAN ANTONIO,TX,78216,"29.502962,-98.505428",(210) 377-1328,(210) 377-1328,,,12,0,0,0,0,0,12,MISSION ROAD DEVELOPMENTAL CENTER,Nonprofit Organization,8706 MISSION RD,SAN ANTONIO,TX,78214,(210) 334-2437,(210) 922-6006,LORA BUTLER,
srideout@rmihomes.org,MAYFAIR,3629,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148408,11/1/2021,11/1/2024,3118 MAYFAIR,SAN ANTONIO,TX,78217,"29.533029,-98.438903",(210) 656-6674,(210) 656-0199,,,6,0,0,0,0,0,6,"REACHING MAXIMUM INDEPENDENCE, INC",Nonprofit Organization,6336 MONTGOMERY DR,SAN ANTONIO,TX,78239,(210) 656-6674,(210) 656-0199,SARA RIDEOUT,
lbutler@mrmsat.org,MOCKINGBIRD HOME,7292,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149630,7/18/2023,7/18/2026,7618 MOCKINGBIRD LN,SAN ANTONIO,TX,78229,"29.505857,-98.559232",(210) 349-8125,(210) 349-8149,,,6,0,0,0,0,0,6,MISSION ROAD DEVELOPMENTAL CENTER,Nonprofit Organization,8706 MISSION RD,SAN ANTONIO,TX,78214,(210) 334-2437,(210) 922-6006,LORA BUTLER,
arriola@bexarhc.com,PARK HAVEN HOME,7365,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148806,1/31/2022,1/31/2025,6738 PARK HAVEN,SAN ANTONIO,TX,78244,"29.467634,-98.348746",(210) 661-1338,(210) 661-2620,,,6,0,0,0,0,0,6,"BEXAR COUNTY HOME CARE, INC",FOR-PROFIT CORPORATION,P.O. BOX 100347,SAN ANTONIO,TEXAS,78201,(210) 661-6262,(210) 661-2620,SYLVIA ARRIOLA,
licenses@brightspringhealth.com,PEBBLE BOW,3649,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149783,3/1/2023,3/1/2026,2643 PEBBLE BOW,SAN ANTONIO,TX,78232,"29.582953,-98.443317",(210) 491-0610,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
specializedhomelife@yahoo.com,PEPPERIDGE ADULT LIVING CENTER,3603,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149878,6/1/2023,6/1/2026,4611 WETZ,SAN ANTONIO,TX,78217,"29.577258,-98.398486",(210) 599-8656,,,,6,0,0,0,0,0,6,SPECIALIZED HOME LIFE,LIMITED PARTNERSHIP,PO BOX 33487,SAN ANTONIO,TX,78265,(210) 599-8656,(210) 599-8656,SHARON STARR LINDSAY,
shanewest@regencycommserv.com,PINETREE LANE,7478,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,311562,6/22/2023,6/22/2026,2002 PINETREE LANE,SAN ANTONIO,TX,78232,"29.566262,-98.460946",(210) 494-1956,(210) 494-1957,,,6,0,0,0,0,0,6,SHANE LLC,Limited Liability Company (LLC),,,,,,,DARIAN S WEST,
srideout@rmihomes.org,PUMA PASS,110141,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148998,12/5/2021,12/5/2024,16302 PUMA PASS,SAN ANTONIO,TEXAS,78247,"29.591415,-98.370557",(210) 251-4839,(210) 656-0199,,,6,0,0,0,0,0,6,"REACHING MAXIMUM INDEPENDENCE, INC",Nonprofit Organization,6336 MONTGOMERY DR,SAN ANTONIO,TX,78239,(210) 656-6674,(210) 656-0199,SARA RIDEOUT,
licenses@brightspringhealth.com,QUAIL RUN,7508,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,307511,6/1/2022,6/1/2025,7422 QUAIL RUN,SAN ANTONIO,TX,78209,"29.500795,-98.438155",210 8058950,210 5207260,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,WYNNE WINIFRED FOWLER,
zeke4q@rkhomes.net,R & K SPECIALIIZED HOMES INC,104491,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,145974,11/30/2023,11/30/2026,15910 QUAIL CIRCLE,SAN ANTONIO,TX,78247,"29.585912,-98.376189",(210) 245-7609,(210) 568-6213,,45H316,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zekeq4@rkhomes.net,R & K SPECILIZED HOMES INC,7564,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,150275,9/8/2022,9/8/2025,6706 TIMBERHILL,SAN ANTONIO,TX,78238,"29.49673,-98.631314",(210) 245-7609,(210) 568-6213,,,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zeke4q@rkhomes.net,R&K SPECIALIZED HOMES INC,106756,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,147497,6/1/2022,6/1/2025,8007 CLYDE DENT,SAN ANTONIO,TX,78250,"29.488977,-98.645196",(210) 245-7489,(210) 568-6213,,45H345,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zeke4q@rkhomes.net,R&K SPECIALIZED HOMES INC,104154,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149456,5/1/2022,5/1/2025,10214 SQUANTO,SAN ANTONIO,TX,78230,"29.536393,-98.54989",(210) 245-7609,(210) 568-6213,,45H310,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zeke4q@rkhomes.net,R&K SPECIALIZED HOMES INC,104296,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149636,11/30/2023,11/30/2026,4703 SHADY BREEZE,SAN ANTONIO,TX,78217,"29.566032,-98.397994",(210) 245-7609,(210) 568-6213,,45H313,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zekeq4@rkhomes.net,R&K SPECIALIZED HOMES INC,107143,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,307415,4/10/2022,4/10/2025,7070 RIMWOOD LIVE OAK,SAN ANTONIO,TX,78233,"29.5532,-98.3653",(210) 805-0802,,,,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
zeke4q@rkhomes.net,"R&K SPECIALIZED HOMES, INC",105215,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,145973,11/14/2022,11/14/2025,8711 OAK LEDGE DR.,SAN ANTONIO,TX,78217,"29.520331,-98.44563",(210) 245-7609,(210) 568-6213,,,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,"ESEQUIEL HERNANDEZ, IV",
jengelke@premieant.com,REGENCY COVE,107228,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,307573,4/4/2022,4/4/2025,6402 REGENCY COVE,SAN ANTONIO,TX,78249,"29.571462,-98.613877",(210) 641-2886,(210) 979-8047,,,6,0,0,0,0,0,6,PREMIEANT INCORPORATED,FOR-PROFIT CORPORATION,1110 W. WILLIAM CANNON DR. BLDG #2,AUSTIN,TX,78745,(1512) 916-1632,(512) 916-1639,STEVEN WIRTH,
web@cg-idd.com,ROLLING MEADOWS GROUP HOME,104052,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148142,9/1/2021,9/1/2024,7419 OBBLIGATO,SAN ANTONIO,TX,78266,"29.593344,-98.342256",(800) 299-5161,(817) 447-3033,,45H309,6,0,0,0,0,0,6,UCG CENTRAL TEXAS HOLDINGS LLC,Limited Liability Company (LLC),P.O. BOX 310695,NEW BRAUNFELS,TX,78131-0695,(830) 372-2920,(214) 723-5331,ASHLEY PETREK,
licenses@brightspringhealth.com,RUSTLING WAY,7362,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148674,1/27/2023,1/27/2026,6342 RUSTLING WAY,SAN ANTONIO,TX,78249,"29.563932,-98.612369",(210) 697-9511,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
licenses@brightspringhealth.com,SAGE TRAIL,7287,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,146332,12/1/2023,12/1/2026,14231 SAGE TRL,SAN ANTONIO,TX,78231,"29.571389,-98.530013",(210) 493-8809,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
,SAN ANTONIO STATE SUPPORTED LIVING CENTER,7114,ICF/IID,8,TEAM ICF-IID,BEXAR,STATE SCHOOL/STATE CENTER,NO,YES,,,,6711 S NEW BRAUNFELS AVE,SAN ANTONIO,TX,78223,"29.359178,-98.45831",(210) 532-9610,(210) 531-5183,,45G055,339,0,0,0,0,0,339,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
muckleroy@startmail.com,SILVER QUAIL,7603,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148384,10/1/2021,10/1/2024,8706 SILVER QUAIL,SAN ANTONIO,TX,78250,"29.503106,-98.650289",(210) 509-3548,(210) 509-0586,,,6,0,0,0,0,0,6,"HOME AT SILVER QUAIL, INC",FOR-PROFIT CORPORATION,8706 SILVER QUAIL,SAN ANTONIO,TX,78250,(210) 509-0114,(210) 509-0586,MARC F F MUCKLEROY,
nwall@iclcorp.com,SPRING DOVE,7481,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,148763,3/1/2023,3/1/2026,5822 SPRING DOVE,SAN ANTONIO,TX,78247,"29.578201,-98.377138",(210) 590-1346,(210) 494-7228,,,6,0,0,0,0,0,6,SOUTH TEXAS COMMUNITY LIVING CORP,FOR-PROFIT CORPORATION,18 AUGUSTA PINES DRSTE 140 E,SPRING,TX,77389,(281) 351-1758,(210) 255-4500,LONNIE WELCH,
licenses@brightspringhealth.com,SPRING HARVEST HOUSE,3681,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,149534,6/20/2023,6/20/2026,9714 SPRING HARVEST,SAN ANTONIO,TEXAS,78254,"29.536818,-98.673244",(210) 681-8776,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,MONICA MENDIOLA,
srideout@rmihomes.org,STORMY SKIES,110135,ICF/IID,8,TEAM ICF-IID,BEXAR,PRIVATELY OWNED,YES,YES,307964,4/14/2023,4/14/2026,5239 STORMY SKIES,SAN ANTONIO,TEXAS,78247,"29.584164,-98.384857",(210) 314-8987,(210) 656-0199,,,6,0,0,0,0,0,6,"REACHING MAXIMUM INDEPENDENCE, INC",Nonprofit Organization,6336 MONTGOMERY DR,SAN ANTONIO,TX,78239,(210) 656-6674,(210) 656-0199,SARA RIDEOUT,NA
